"Town","FIPS","Year","Year Submitted","Town Profile Year","Rank","Variable","Measure Type","Value"
"Ashford","0901501430",2016,2017,2018,"5","Employer","Name","North Veterinary Clinic"
"Avon","0900302060",2014,2014,2016,"1","Employer","Name","Town of Avon"
"Avon","0900302060",2014,2014,2016,"2","Employer","Name","Avon Health Center"
"Avon","0900302060",2014,2014,2016,"3","Employer","Name","Women's Health USA"
"Avon","0900302060",2014,2014,2016,"4","Employer","Name","Big Y"
"Avon","0900302060",2014,2014,2016,"5","Employer","Name","Apple Heath Care"
"Avon","0900302060",2016,2017,2017,"1","Employer","Name","Town of Avon"
"Avon","0900302060",2016,2017,2017,"2","Employer","Name","Avon Health Center"
"Avon","0900302060",2016,2017,2017,"3","Employer","Name","Norcom Management & Insurance"
"Avon","0900302060",2016,2017,2017,"4","Employer","Name","O.F.S. Fitel LLC"
"Avon","0900302060",2016,2017,2017,"5","Employer","Name","Women's Health"
"Avon","0900302060",2016,2017,2018,"1","Employer","Name","Town of Avon"
"Avon","0900302060",2016,2017,2018,"2","Employer","Name","Avon Health Center"
"Avon","0900302060",2016,2017,2018,"3","Employer","Name","Norcom Management & Insurance"
"Avon","0900302060",2016,2017,2018,"4","Employer","Name","O.F.S. Fitel LLC"
"Avon","0900302060",2016,2017,2018,"5","Employer","Name","Women's Health"
"Barkhamsted","0900502760",2014,2014,2016,"1","Employer","Name","Sterling Engineering Corp"
"Barkhamsted","0900502760",2014,2014,2016,"2","Employer","Name","LightSTAT Inc"
"Barkhamsted","0900502760",2014,2014,2016,"3","Employer","Name","Lombard Ford Inc"
"Barkhamsted","0900502760",2014,2014,2016,"4","Employer","Name","TRU Hitch Inc"
"Barkhamsted","0900502760",2014,2014,2016,"5","Employer","Name","Log House Restaurant"
"Barkhamsted","0900502760",2014,2014,2017,"1","Employer","Name","Sterling Engineering Corp"
"Barkhamsted","0900502760",2014,2014,2017,"2","Employer","Name","LightSTAT Inc"
"Barkhamsted","0900502760",2014,2014,2017,"3","Employer","Name","Lombard Ford Inc"
"Barkhamsted","0900502760",2014,2014,2017,"4","Employer","Name","TRU Hitch Inc"
"Barkhamsted","0900502760",2014,2014,2017,"5","Employer","Name","Log House Restaurant"
"Barkhamsted","0900502760",2014,2014,2018,"1","Employer","Name","Sterling Engineering Corp"
"Barkhamsted","0900502760",2014,2014,2018,"2","Employer","Name","LightSTAT Inc"
"Barkhamsted","0900502760",2014,2014,2018,"3","Employer","Name","Lombard Ford Inc"
"Barkhamsted","0900502760",2014,2014,2018,"4","Employer","Name","TRU Hitch Inc"
"Barkhamsted","0900502760",2014,2014,2018,"5","Employer","Name","Log House Restaurant"
"Beacon Falls","0900903250",2014,2014,2016,"1","Employer","Name","Bakers Choice Products"
"Beacon Falls","0900903250",2014,2014,2016,"2","Employer","Name","Beacon Falls Fire Dept"
"Beacon Falls","0900903250",2014,2014,2016,"3","Employer","Name","Di Giorgi Roofing & Siding Inc"
"Beacon Falls","0900903250",2014,2014,2016,"4","Employer","Name","Leaf Guard-Southern Ct Llc"
"Beacon Falls","0900903250",2014,2014,2016,"5","Employer","Name","Woodland Regional High School"
"Beacon Falls","0900903250",2016,2017,2017,"1","Employer","Name","NEJ, Inc"
"Beacon Falls","0900903250",2016,2017,2017,"2","Employer","Name","DiGiorgi Roofing & Siding"
"Beacon Falls","0900903250",2016,2017,2017,"3","Employer","Name","Thule"
"Beacon Falls","0900903250",2016,2017,2017,"4","Employer","Name","NORDCO"
"Beacon Falls","0900903250",2016,2017,2017,"5","Employer","Name","Magna Steel"
"Beacon Falls","900903250",2017,2018,2018,"1","Employer","Name","NEJ"
"Beacon Falls","900903250",2017,2018,2018,"2","Employer","Name","DiGiorgi"
"Beacon Falls","900903250",2017,2018,2018,"3","Employer","Name","Goldenrod"
"Beacon Falls","900903250",2017,2018,2018,"4","Employer","Name","Cameo Metal Products"
"Beacon Falls","900903250",2017,2018,2018,"5","Employer","Name","Ansonia Steel"
"Berlin","0900304300",2014,2014,2016,"1","Employer","Name","A & P Food Store"
"Berlin","0900304300",2014,2014,2016,"2","Employer","Name","Corbin Russwin Inc"
"Berlin","0900304300",2014,2014,2016,"3","Employer","Name","Hartford Direct"
"Berlin","0900304300",2014,2014,2016,"4","Employer","Name","Northeast Utilities"
"Berlin","0900304300",2014,2014,2016,"5","Employer","Name","Residential Management Svc Inc"
"Berlin","0900304300",2014,2014,2017,"1","Employer","Name","A & P Food Store"
"Berlin","0900304300",2014,2014,2017,"2","Employer","Name","Corbin Russwin Inc"
"Berlin","0900304300",2014,2014,2017,"3","Employer","Name","Hartford Direct"
"Berlin","0900304300",2014,2014,2017,"4","Employer","Name","Northeast Utilities"
"Berlin","0900304300",2014,2014,2017,"5","Employer","Name","Residential Management Svc Inc"
"Berlin","900304300",2017,2018,2018,"1","Employer","Name","Eversource"
"Berlin","900304300",2017,2018,2018,"2","Employer","Name","Assa Abloy"
"Berlin","900304300",2017,2018,2018,"3","Employer","Name","Parker Fluid Control"
"Berlin","900304300",2017,2018,2018,"4","Employer","Name","Comcast"
"Berlin","900304300",2017,2018,2018,"5","Employer","Name","B&F machine"
"Bethany","0900904580",2014,2014,2016,"1","Employer","Name","Bethany Board of Education"
"Bethany","0900904580",2014,2014,2016,"2","Employer","Name","Bethany Elementary School"
"Bethany","0900904580",2014,2014,2016,"3","Employer","Name","Chemtura Corp"
"Bethany","0900904580",2014,2014,2016,"4","Employer","Name","Laticrete International Inc"
"Bethany","0900904580",2014,2014,2016,"5","Employer","Name","State Police"
"Bethany","0900904580",2016,2017,2017,"1","Employer","Name","Laticrete International"
"Bethany","0900904580",2016,2017,2017,"2","Employer","Name","Town of Bethany"
"Bethany","0900904580",2016,2017,2017,"3","Employer","Name","State of CT"
"Bethany","0900904580",2016,2017,2017,"4","Employer","Name","Amity Regional Middle School"
"Bethany","0900904580",2016,2017,2017,"5","Employer","Name","B & B Transportion"
"Bethany","0900904580",2016,2017,2018,"1","Employer","Name","Laticrete International"
"Bethany","0900904580",2016,2017,2018,"2","Employer","Name","Town of Bethany"
"Bethany","0900904580",2016,2017,2018,"3","Employer","Name","State of CT"
"Bethany","0900904580",2016,2017,2018,"4","Employer","Name","Amity Regional Middle School"
"Bethany","0900904580",2016,2017,2018,"5","Employer","Name","B & B Transportion"
"Bethel","0900104720",2014,2014,2016,"1","Employer","Name","Ability Beyond Disability"
"Bethel","0900104720",2014,2014,2016,"2","Employer","Name","Amica Mutual Insurance Co"
"Bethel","0900104720",2014,2014,2016,"3","Employer","Name","Duracell North Atlantic Group"
"Bethel","0900104720",2014,2014,2016,"4","Employer","Name","Cascades Assisted Living"
"Bethel","0900104720",2014,2014,2016,"5","Employer","Name","Big Y"
"Bethel","0900104720",2014,2014,2017,"1","Employer","Name","Ability Beyond Disability"
"Bethel","0900104720",2014,2014,2017,"2","Employer","Name","Amica Mutual Insurance Co"
"Bethel","0900104720",2014,2014,2017,"3","Employer","Name","Duracell North Atlantic Group"
"Bethel","0900104720",2014,2014,2017,"4","Employer","Name","Cascades Assisted Living"
"Bethel","0900104720",2014,2014,2017,"5","Employer","Name","Big Y"
"Bethel","0900104720",2014,2014,2018,"1","Employer","Name","Ability Beyond Disability"
"Bethel","0900104720",2014,2014,2018,"2","Employer","Name","Amica Mutual Insurance Co"
"Bethel","0900104720",2014,2014,2018,"3","Employer","Name","Duracell North Atlantic Group"
"Bethel","0900104720",2014,2014,2018,"4","Employer","Name","Cascades Assisted Living"
"Bethel","0900104720",2014,2014,2018,"5","Employer","Name","Big Y"
"Bethlehem","0900504930",2014,2014,2016,"1","Employer","Name","Wellspring"
"Bethlehem","0900504930",2014,2014,2016,"2","Employer","Name","Bethlehem Selectmen"
"Bethlehem","0900504930",2014,2014,2016,"3","Employer","Name","Bethlehem Elementary School"
"Bethlehem","0900504930",2014,2014,2016,"4","Employer","Name","Black Swan/Antique Limousine"
"Bethlehem","0900504930",2014,2014,2016,"5","Employer","Name","Bethlehem Fire Dept"
"Bethlehem","0900504930",2014,2014,2017,"1","Employer","Name","Wellspring"
"Bethlehem","0900504930",2014,2014,2017,"2","Employer","Name","Bethlehem Selectmen"
"Bethlehem","0900504930",2014,2014,2017,"3","Employer","Name","Bethlehem Elementary School"
"Bethlehem","0900504930",2014,2014,2017,"4","Employer","Name","Black Swan/Antique Limousine"
"Bethlehem","0900504930",2014,2014,2017,"5","Employer","Name","Bethlehem Fire Dept"
"Bethlehem","0900504930",2014,2014,2018,"1","Employer","Name","Wellspring"
"Bethlehem","0900504930",2014,2014,2018,"2","Employer","Name","Bethlehem Selectmen"
"Bethlehem","0900504930",2014,2014,2018,"3","Employer","Name","Bethlehem Elementary School"
"Bethlehem","0900504930",2014,2014,2018,"4","Employer","Name","Black Swan/Antique Limousine"
"Bethlehem","0900504930",2014,2014,2018,"5","Employer","Name","Bethlehem Fire Dept"
"Bloomfield","0900305910",2014,2014,2016,"1","Employer","Name","Cigna Corp"
"Bloomfield","0900305910",2014,2014,2016,"2","Employer","Name","Home Goods Distribution Ctr"
"Bloomfield","0900305910",2014,2014,2016,"3","Employer","Name","Kaman Aerospace Corp"
"Bloomfield","0900305910",2014,2014,2016,"4","Employer","Name","Kamatics Corp"
"Bloomfield","0900305910",2014,2014,2016,"5","Employer","Name","Jacobs Vehicle Systems Inc"
"Bloomfield","0900305910",2014,2014,2017,"1","Employer","Name","Cigna Corp"
"Bloomfield","0900305910",2014,2014,2017,"2","Employer","Name","Home Goods Distribution Ctr"
"Bloomfield","0900305910",2014,2014,2017,"3","Employer","Name","Kaman Aerospace Corp"
"Bloomfield","0900305910",2014,2014,2017,"4","Employer","Name","Kamatics Corp"
"Bloomfield","0900305910",2014,2014,2017,"5","Employer","Name","Jacobs Vehicle Systems Inc"
"Bloomfield","900305910",2017,2018,2018,"1","Employer","Name","CIGNA (all divisions)"
"Bloomfield","900305910",2017,2018,2018,"2","Employer","Name","KAMAN (all divisions)"
"Bloomfield","900305910",2017,2018,2018,"3","Employer","Name","Home Goods Warehouse"
"Bloomfield","900305910",2017,2018,2018,"4","Employer","Name","Seabury"
"Bloomfield","900305910",2017,2018,2018,"5","Employer","Name","Jacobs Vehicle Systems"
"Bolton","0901306260",2014,2014,2016,"1","Employer","Name","Bolton Center School"
"Bolton","0901306260",2014,2014,2016,"2","Employer","Name","Bolton High School"
"Bolton","0901306260",2014,2014,2016,"3","Employer","Name","Bolton Veterinary Hospital Pc"
"Bolton","0901306260",2014,2014,2016,"4","Employer","Name","Larco Machine Co"
"Bolton","0901306260",2014,2014,2016,"5","Employer","Name","Simoniz USA Inc"
"Bolton","0901306260",2016,2017,2017,"1","Employer","Name","Town of Bolton"
"Bolton","0901306260",2016,2017,2017,"2","Employer","Name","Simoniz"
"Bolton","0901306260",2016,2017,2017,"3","Employer","Name","Bolton Veterinary"
"Bolton","0901306260",2016,2017,2017,"4","Employer","Name","Munson's Candy Kitchen"
"Bolton","0901306260",2016,2017,2017,"5","Employer","Name","Carlyle Johnson Machine Co."
"Bolton","0901306260",2016,2017,2018,"1","Employer","Name","Town of Bolton"
"Bolton","0901306260",2016,2017,2018,"2","Employer","Name","Simoniz"
"Bolton","0901306260",2016,2017,2018,"3","Employer","Name","Bolton Veterinary"
"Bolton","0901306260",2016,2017,2018,"4","Employer","Name","Munson's Candy Kitchen"
"Bolton","0901306260",2016,2017,2018,"5","Employer","Name","Carlyle Johnson Machine Co."
"Bozrah","0901106820",2014,2014,2016,"1","Employer","Name","Moark Egg"
"Bozrah","0901106820",2014,2014,2016,"2","Employer","Name","Camp Tadma"
"Bozrah","0901106820",2014,2014,2016,"3","Employer","Name","Gilman Brothers Co"
"Bozrah","0901106820",2014,2014,2016,"4","Employer","Name","Fields Memorial School"
"Bozrah","0901106820",2014,2014,2016,"5","Employer","Name","Bozrah Superintendent's Office"
"Bozrah","0901106820",2014,2014,2017,"1","Employer","Name","Moark Egg"
"Bozrah","0901106820",2014,2014,2017,"2","Employer","Name","Camp Tadma"
"Bozrah","0901106820",2014,2014,2017,"3","Employer","Name","Gilman Brothers Co"
"Bozrah","0901106820",2014,2014,2017,"4","Employer","Name","Fields Memorial School"
"Bozrah","0901106820",2014,2014,2017,"5","Employer","Name","Bozrah Superintendent's Office"
"Bozrah","901106820",2017,2018,2018,"1","Employer","Name","Hillendale Farms Egg Production"
"Bozrah","901106820",2017,2018,2018,"2","Employer","Name","United Parcel Service"
"Bozrah","901106820",2017,2018,2018,"3","Employer","Name","Gilman Brothers Company"
"Bozrah","901106820",2017,2018,2018,"4","Employer","Name","Collins and Jewell Company"
"Bozrah","901106820",2017,2018,2018,"5","Employer","Name","Town of Bozrah Board of Education"
"Branford","0900907310",2014,2014,2016,"1","Employer","Name","Champion America Inc"
"Branford","0900907310",2014,2014,2016,"2","Employer","Name","Blakeslee Prestress Inc"
"Branford","0900907310",2014,2014,2016,"3","Employer","Name","John D Thompson Hospice Inst"
"Branford","0900907310",2014,2014,2016,"4","Employer","Name","Branford Gun Club"
"Branford","0900907310",2014,2014,2016,"5","Employer","Name","Hospice Home Care/Conn Hospice"
"Branford","0900907310",2014,2014,2017,"1","Employer","Name","Champion America Inc"
"Branford","0900907310",2014,2014,2017,"2","Employer","Name","Blakeslee Prestress Inc"
"Branford","0900907310",2014,2014,2017,"3","Employer","Name","John D Thompson Hospice Inst"
"Branford","0900907310",2014,2014,2017,"4","Employer","Name","Branford Gun Club"
"Branford","0900907310",2014,2014,2017,"5","Employer","Name","Hospice Home Care/Conn Hospice"
"Branford","0900907310",2014,2014,2018,"1","Employer","Name","Champion America Inc"
"Branford","0900907310",2014,2014,2018,"2","Employer","Name","Blakeslee Prestress Inc"
"Branford","0900907310",2014,2014,2018,"3","Employer","Name","John D Thompson Hospice Inst"
"Branford","0900907310",2014,2014,2018,"4","Employer","Name","Branford Gun Club"
"Branford","0900907310",2014,2014,2018,"5","Employer","Name","Hospice Home Care/Conn Hospice"
"Bridgeport","0900108070",2014,2014,2016,"1","Employer","Name","Trefz Corp"
"Bridgeport","0900108070",2014,2014,2016,"2","Employer","Name","Bridgeport Hospital"
"Bridgeport","0900108070",2014,2014,2016,"3","Employer","Name","St Vincent's Medical Ctr"
"Bridgeport","0900108070",2014,2014,2016,"4","Employer","Name","People's United Financial Inc"
"Bridgeport","0900108070",2014,2014,2016,"5","Employer","Name","Allied Barton Security Svc"
"Bridgeport","0900108070",2016,2017,2017,"1","Employer","Name","Liberty Tax Svc"
"Bridgeport","0900108070",2016,2017,2017,"2","Employer","Name","Trefz Corp"
"Bridgeport","0900108070",2016,2017,2017,"3","Employer","Name","Bridgeport Hospital"
"Bridgeport","0900108070",2016,2017,2017,"4","Employer","Name","United Services"
"Bridgeport","0900108070",2016,2017,2017,"5","Employer","Name","St. Vincent's Medical Center"
"Bridgeport","0900108070",2016,2017,2018,"1","Employer","Name","Liberty Tax Svc"
"Bridgeport","0900108070",2016,2017,2018,"2","Employer","Name","Trefz Corp"
"Bridgeport","0900108070",2016,2017,2018,"3","Employer","Name","Bridgeport Hospital"
"Bridgeport","0900108070",2016,2017,2018,"4","Employer","Name","United Services"
"Bridgeport","0900108070",2016,2017,2018,"5","Employer","Name","St. Vincent's Medical Center"
"Bridgewater","0900508210",2014,2014,2016,"1","Employer","Name","Parker Medical Group"
"Bridgewater","0900508210",2014,2014,2016,"2","Employer","Name","Entergy"
"Bridgewater","0900508210",2014,2014,2016,"3","Employer","Name","Maywood"
"Bridgewater","0900508210",2014,2014,2016,"4","Employer","Name","Burnham School"
"Bridgewater","0900508210",2014,2014,2016,"5","Employer","Name","Town of Bridgewater"
"Bridgewater","0900508210",2016,2017,2017,"1","Employer","Name","Town of Bridgewater"
"Bridgewater","0900508210",2016,2017,2017,"2","Employer","Name","Bridgewater Village Store"
"Bridgewater","0900508210",2016,2017,2017,"3","Employer","Name","Maywood Estates"
"Bridgewater","0900508210",2016,2017,2017,"4","Employer","Name","TLG Engineering"
"Bridgewater","0900508210",2016,2017,2017,"5","Employer","Name","Parker Medical Group"
"Bridgewater","900508210",2017,2018,2018,"1","Employer","Name","Town of Bridgewater"
"Bridgewater","900508210",2017,2018,2018,"2","Employer","Name","Region 12 School District"
"Bridgewater","900508210",2017,2018,2018,"3","Employer","Name","Holland Joint Venture/Parker Medical"
"Bridgewater","900508210",2017,2018,2018,"4","Employer","Name","Entergy/TLG Services"
"Bridgewater","900508210",2017,2018,2018,"5","Employer","Name","GL Bollard/Maywood Farm/Bridgewater Village Store"
"Bristol","0900308490",2014,2014,2016,"1","Employer","Name","ESPN"
"Bristol","0900308490",2014,2014,2016,"2","Employer","Name","Bristol Hospital"
"Bristol","0900308490",2014,2014,2016,"3","Employer","Name","City of Bristol & BOE"
"Bristol","0900308490",2014,2014,2016,"4","Employer","Name","-9999"
"Bristol","0900308490",2014,2014,2016,"5","Employer","Name","-9999"
"Bristol","0900308490",2014,2014,2017,"1","Employer","Name","ESPN"
"Bristol","0900308490",2014,2014,2017,"2","Employer","Name","Bristol Hospital"
"Bristol","0900308490",2014,2014,2017,"3","Employer","Name","City of Bristol & BOE"
"Bristol","0900308490",2014,2014,2017,"4","Employer","Name","-9999"
"Bristol","0900308490",2014,2014,2017,"5","Employer","Name","-9999"
"Bristol","0900308490",2014,2014,2018,"1","Employer","Name","ESPN"
"Bristol","0900308490",2014,2014,2018,"2","Employer","Name","Bristol Hospital"
"Bristol","0900308490",2014,2014,2018,"3","Employer","Name","City of Bristol & BOE"
"Bristol","0900308490",2014,2014,2018,"4","Employer","Name","-9999"
"Bristol","0900308490",2014,2014,2018,"5","Employer","Name","-9999"
"Brookfield","0900108980",2014,2014,2016,"1","Employer","Name","ShopRite Supermarket"
"Brookfield","0900108980",2014,2014,2016,"2","Employer","Name","Costco"
"Brookfield","0900108980",2014,2014,2016,"3","Employer","Name","Kohl's"
"Brookfield","0900108980",2014,2014,2016,"4","Employer","Name","Photronics Inc"
"Brookfield","0900108980",2014,2014,2016,"5","Employer","Name","YMCA"
"Brookfield","0900108980",2014,2014,2017,"1","Employer","Name","ShopRite Supermarket"
"Brookfield","0900108980",2014,2014,2017,"2","Employer","Name","Costco"
"Brookfield","0900108980",2014,2014,2017,"3","Employer","Name","Kohl's"
"Brookfield","0900108980",2014,2014,2017,"4","Employer","Name","Photronics Inc"
"Brookfield","0900108980",2014,2014,2017,"5","Employer","Name","YMCA"
"Brookfield","0900108980",2014,2014,2018,"1","Employer","Name","ShopRite Supermarket"
"Brookfield","0900108980",2014,2014,2018,"2","Employer","Name","Costco"
"Brookfield","0900108980",2014,2014,2018,"3","Employer","Name","Kohl's"
"Brookfield","0900108980",2014,2014,2018,"4","Employer","Name","Photronics Inc"
"Brookfield","0900108980",2014,2014,2018,"5","Employer","Name","YMCA"
"Brooklyn","0901509190",2014,2014,2016,"1","Employer","Name","Walmart Supercenter"
"Brooklyn","0901509190",2014,2014,2016,"2","Employer","Name","Pierce Care"
"Brooklyn","0901509190",2014,2014,2016,"3","Employer","Name","Corrections Dept"
"Brooklyn","0901509190",2014,2014,2016,"4","Employer","Name","Brooklyn Middle School"
"Brooklyn","0901509190",2014,2014,2016,"5","Employer","Name","Saveway Gasoline Station"
"Brooklyn","0901509190",2016,2017,2017,"1","Employer","Name","Walmart"
"Brooklyn","0901509190",2016,2017,2017,"2","Employer","Name","Pierse Memorial Baptist Home"
"Brooklyn","0901509190",2016,2017,2017,"3","Employer","Name","Brooklyn School"
"Brooklyn","0901509190",2016,2017,2017,"4","Employer","Name","McDonald's"
"Brooklyn","0901509190",2016,2017,2017,"5","Employer","Name","Dunkin' Donuts"
"Brooklyn","0901509190",2016,2017,2018,"1","Employer","Name","Walmart"
"Brooklyn","0901509190",2016,2017,2018,"2","Employer","Name","Pierse Memorial Baptist Home"
"Brooklyn","0901509190",2016,2017,2018,"3","Employer","Name","Brooklyn School"
"Brooklyn","0901509190",2016,2017,2018,"4","Employer","Name","McDonald's"
"Brooklyn","0901509190",2016,2017,2018,"5","Employer","Name","Dunkin' Donuts"
"Burlington","0900310100",2014,2014,2016,"1","Employer","Name","Burlington Mens Club Inc"
"Burlington","0900310100",2014,2014,2016,"2","Employer","Name","Lake Garda Elementary School"
"Burlington","0900310100",2014,2014,2016,"3","Employer","Name","Burlington Volunteer Fire Dept"
"Burlington","0900310100",2014,2014,2016,"4","Employer","Name","Har-Bur Middle School"
"Burlington","0900310100",2014,2014,2016,"5","Employer","Name","Lewis S Mills High School"
"Burlington","0900310100",2016,2017,2017,"1","Employer","Name","Supreme Forest Products Inc."
"Burlington","0900310100",2016,2017,2017,"2","Employer","Name","Crescent MFG"
"Burlington","0900310100",2016,2017,2017,"3","Employer","Name","295 Spielman Hwy LLC"
"Burlington","0900310100",2016,2017,2017,"4","Employer","Name","Esherick Richard K"
"Burlington","0900310100",2016,2017,2017,"5","Employer","Name","Schneider Robert"
"Burlington","0900310100",2016,2017,2018,"1","Employer","Name","Supreme Forest Products Inc."
"Burlington","0900310100",2016,2017,2018,"2","Employer","Name","Crescent MFG"
"Burlington","0900310100",2016,2017,2018,"3","Employer","Name","295 Spielman Hwy LLC"
"Burlington","0900310100",2016,2017,2018,"4","Employer","Name","Esherick Richard K"
"Burlington","0900310100",2016,2017,2018,"5","Employer","Name","Schneider Robert"
"Canaan","0900510940",2014,2014,2016,"1","Employer","Name","Housatonic Valley Regional High School"
"Canaan","0900510940",2014,2014,2016,"2","Employer","Name","Hamilton Bookseller"
"Canaan","0900510940",2014,2014,2016,"3","Employer","Name","Falls Village Inn"
"Canaan","0900510940",2014,2014,2016,"4","Employer","Name","Lee H. Kellogg School"
"Canaan","0900510940",2014,2014,2016,"5","Employer","Name","Town of Canaan"
"Canaan","0900510940",2016,2017,2017,"1","Employer","Name","Housatonic Valley Regional High School"
"Canaan","0900510940",2016,2017,2017,"2","Employer","Name","Lee H. Kellogg School"
"Canaan","0900510940",2016,2017,2017,"3","Employer","Name","Hamilton Bookseller"
"Canaan","0900510940",2016,2017,2017,"4","Employer","Name","Town of Canaan"
"Canaan","0900510940",2016,2017,2017,"5","Employer","Name","Falls Village Inn"
"Canaan","0900510940",2016,2017,2018,"1","Employer","Name","Housatonic Valley Regional High School"
"Canaan","0900510940",2016,2017,2018,"2","Employer","Name","Lee H. Kellogg School"
"Canaan","0900510940",2016,2017,2018,"3","Employer","Name","Hamilton Bookseller"
"Canaan","0900510940",2016,2017,2018,"4","Employer","Name","Town of Canaan"
"Canaan","0900510940",2016,2017,2018,"5","Employer","Name","Falls Village Inn"
"Canterbury","0901512130",2014,2014,2016,"1","Employer","Name","Dr Helen Baldwin Middle School"
"Canterbury","0901512130",2014,2014,2016,"2","Employer","Name","Willimantic Waste Paper"
"Canterbury","0901512130",2014,2014,2016,"3","Employer","Name","Canterbury Elementary School"
"Canterbury","0901512130",2014,2014,2016,"4","Employer","Name","Better Value Supermarkets"
"Canterbury","0901512130",2014,2014,2016,"5","Employer","Name","Canterbury Volunteer Fire Co"
"Canterbury","0901512130",2014,2014,2017,"1","Employer","Name","Dr Helen Baldwin Middle School"
"Canterbury","0901512130",2014,2014,2017,"2","Employer","Name","Willimantic Waste Paper"
"Canterbury","0901512130",2014,2014,2017,"3","Employer","Name","Canterbury Elementary School"
"Canterbury","0901512130",2014,2014,2017,"4","Employer","Name","Better Value Supermarkets"
"Canterbury","0901512130",2014,2014,2017,"5","Employer","Name","Canterbury Volunteer Fire Co"
"Canterbury","0901512130",2014,2014,2018,"1","Employer","Name","Dr Helen Baldwin Middle School"
"Canterbury","0901512130",2014,2014,2018,"2","Employer","Name","Willimantic Waste Paper"
"Canterbury","0901512130",2014,2014,2018,"3","Employer","Name","Canterbury Elementary School"
"Canterbury","0901512130",2014,2014,2018,"4","Employer","Name","Better Value Supermarkets"
"Canterbury","0901512130",2014,2014,2018,"5","Employer","Name","Canterbury Volunteer Fire Co"
"Canton","0900312270",2014,2014,2016,"1","Employer","Name","ShopRite Supermarket"
"Canton","0900312270",2014,2014,2016,"2","Employer","Name","Cherry Brook Health Care Ctr"
"Canton","0900312270",2014,2014,2016,"3","Employer","Name","The Arc of the Farmington Valley Inc"
